Timestamp,Power Cycles,Power On Hours,Unsafe Shutdowns,Data Units Read,Data Units Written,Percentage Used,Available Spare,Controller Busy Time,Media and Data Integrity Errors,Error Information Log Entries
2025-09-03T13:49:08,9672,1062,142,13820111,18370431,2,100,4381,0,0
